,mean,mean_se,mean_ci_lower,mean_ci_upper,date,district,state,target
46,0.9928779004368207,0.7409300820805684,-0.4593183755033996,2.445074176377041,2023-12-04,Kakching,Manipur,je_cases
47,0.9931761042428264,0.7526875711130767,-0.4820644267497347,2.4684166352353873,2023-12-05,Kakching,Manipur,je_cases
48,0.9930806871197234,0.7688301285168965,-0.5137986750026949,2.4999600492421417,2023-12-06,Kakching,Manipur,je_cases
49,0.993111218008994,0.7831307047283617,-0.5417967584460661,2.528019194464054,2023-12-07,Kakching,Manipur,je_cases
50,0.9931014489531963,0.7976415506494667,-0.5702472628924399,2.5564501607988324,2023-12-08,Kakching,Manipur,je_cases
51,0.9931045747858681,0.811745563311067,-0.5978874939140014,2.5840966434857378,2023-12-09,Kakching,Manipur,je_cases
52,0.9931035746042647,0.8256550011725907,-0.6251504913493893,2.6113576405579186,2023-12-10,Kakching,Manipur,je_cases
53,0.9931038946352276,0.8393193723401728,-0.6519318466782748,2.63813963594873,2023-12-11,Kakching,Manipur,je_cases
54,0.9931037922340068,0.8527694134156895,-0.6782935451780926,2.6645011296461063,2023-12-12,Kakching,Manipur,je_cases
55,0.2880681063174736,0.5337536990677187,-0.7580699204702853,1.3342061331052326,2023-12-02,Churachandpur,Manipur,je_cases
56,0.20254593144093863,0.5435771883871422,-0.8628457806154042,1.2679376434972813,2023-12-03,Churachandpur,Manipur,je_cases
57,0.22793590775283196,0.5503533777342271,-0.8507368913762212,1.3066087068818852,2023-12-04,Churachandpur,Manipur,je_cases
58,0.22039808615218673,0.5511674170605988,-0.8598702007385542,1.3006663730429278,2023-12-05,Churachandpur,Manipur,je_cases
59,0.2226359281172672,0.5531359788339106,-0.8614906689505073,1.3067625251850417,2023-12-06,Churachandpur,Manipur,je_cases
60,0.22197155359024914,0.5547036951304951,-0.8652277109568074,1.3091708181373056,2023-12-07,Churachandpur,Manipur,je_cases
61,0.22216879428867112,0.556379036310917,-0.8683140786338291,1.3126516672111714,2023-12-08,Churachandpur,Manipur,je_cases
62,0.2221102371171784,0.5580157830128657,-0.871580600392956,1.3158010746273128,2023-12-09,Churachandpur,Manipur,je_cases
63,0.22212762167503416,0.5596576434248338,-0.8747812031101999,1.3190364464602682,2023-12-10,Churachandpur,Manipur,je_cases
64,0.22212246051638979,0.5612917673929272,-0.877989188392581,1.3222341094253607,2023-12-11,Churachandpur,Manipur,je_cases
65,0.22212399277040357,0.5629220158249579,-0.8811828843512004,1.3254308698920074,2023-12-12,Churachandpur,Manipur,je_cases
